lipid_id,lipids,160_Plasma,163_Plasma,167_Plasma,168_Plasma,158_Plasma,161_Plasma,162_Plasma,164_Plasma,170_Plasma
10945_p,PC 38:5,7326319.5,8383573,8504093,8302045.5,9258425,7603376.5,9518481,6846205.5,7911424.5
10951_p,PC O-40:1|PC O-22:0_18:1,9686290,20594574,17441968,18857996,18205090,20372320,25149712,20566526,25917736
10956_p,TG 49:4|TG 16:0_15:2_18:2,18594034,19912394,19414734,14947110,20443026,27912216,15243703,9513470,12067178
10962_p,DG 50:6,6968319,12536768,10273360,11331516,10947935,13330310,16118064,13604018,17068870
10970_p,PS 40:8,2820932.5,927636.9375,2028654.375,849167.1875,1637492.75,1192475.5,973863.25,556852.5,553036.25
10972_p,PC 38:4,45773260,55746724,56577308,52039372,48494160,47194624,56764616,48578716,48940032
10973_p,PC 40:7|PC 18:1_22:6,1409157888,2173017088,1870108416,1714644224,1667649536,1734768768,1569094144,1124998272,1486326528
10974_p,PC 38:4,41471076,53791820,54025680,51893368,49729360,52407212,46362968,42093236,43739652
10975_p,PC 40:7|PC 20:3_20:4,1262349056,1997556608,1729970432,1554418432,1533995264,1561402368,1458957696,994356928,1359704320
10982_p,TG 49:3|TG 15:0_16:1_18:2,43344932,44927848,42118884,37197148,61981212,56610560,35356168,26762852,37325976
11017_p,PS 40:7,1540509.875,151705.8594,704988.4375,143430.2031,428148.3125,337481.8125,427440.8125,160948.4688,95846.82813
11021_p,PC 40:6,1688401.125,3267832.25,3149897,3126581.25,2169449.75,2447042,2202007.5,1589662,2900997.25
11023_p,PC 40:6|PC 18:1_22:5,6504067072,8797404160,9377757184,8609189888,6531335680,7353846784,6794906624,5881197568,7034190336
11024_p,PC 40:6|PC 18:0_22:6,6594370560,9034755072,9497196544,8709648384,6624910336,7459332096,6906641408,5917217792,7141722624
11025_p,PC 40:6|PC 18:0_22:6,6501698048,8800901120,9374489600,8612207616,6477112320,7332244992,6730836480,5849669632,6998182400
11027_p,PC 40:6|PC 16:0_24:6,5956410880,8128208896,8852228096,7880626176,6116215296,6749114880,6470492672,5234409472,6338272256
11028_p,PC 40:6,87271240,124428688,92893376,38602820,100395032,98434800,98779400,72040488,82280336
11031_p,PE P-44:5|PE P-24:1_20:4,2676476.25,7477051.5,7586597.5,7535104,5538437,5798755,8198263,6895474.5,8095315.5
11039_p,TG 49:2|TG 15:0_16:0_18:2,52926992,52067788,49738404,46572392,81302072,63716828,46133080,30547966,54104216
11050_p,DG 51:11,3508504320,4767468544,5089533952,4709827072,3559421696,3995186176,3685571584,3218502912,3836830720
11052_p,DG 51:11,2198312192,3158052608,3640649984,2973500160,2463472128,2519328256,2773432576,1861089536,2519068160
11053_p,SM 42:2;O2,31784966,53457060,48308992,52747892,45289844,48328840,56720176,43392028,73304120
11056_p,PS 40:6,2615827.25,1014183.625,993329.875,1488946.375,1378610,1517440,1996137.875,1147016.75,762546.3125
11057_p,PC 38:2,548027520,477912768,602928512,483917984,614732352,622532736,705085824,464054944,544781824
11058_p,PC 40:5,736476096,920174528,975287680,908901632,769009152,795510528,1026202432,760040896,769788416
11059_p,PC 40:5,52244664,67726424,53131056,65091584,17225040,20712502,18674688,50497132,61154860
11060_p,PC 40:5|PC 18:0_22:5,530542848,616338496,725275328,594504640,593416256,591007616,691680512,440104864,636298496
11061_p,PC 40:5|PC 18:0_22:5,583903552,726117696,704381120,665263232,643835456,662152448,665356352,545760000,708137472
11065_p,TG 48:2;O|TG 16:0_18:1_14:1;O,8660567,3549582.5,10825966,5593577.5,22168340,8690407,4242793.5,2382633,10634470
11066_p,TG 49:1|TG 15:0_16:0_18:1,35120048,38823428,33028958,33613336,44358748,43234480,33456172,23256322,40108256
11070_p,SM 42:1;O2,9116946,17302950,16975268,19163112,17518188,22040144,34805360,15897516,36453268
11075_p,PC O-42:11,828372.1875,154658.4063,127613.2891,93667.89063,93914.0625,932465.875,921486,35793.73047,61459.53516
11078_p,PC 40:4|PC 18:0_22:4,595225472,874071744,930721088,898013440,810131392,673850816,723697152,393634112,653202752
11079_p,PC 40:4|PC 20:0_20:4,628993600,904376576,960840192,928452864,832398400,701131904,761292160,414770368,684286464
11080_p,PC O-41:4|PC O-21:0_20:4,10293137,11952142,9431978,10710900,11290757,8380268.5,9765428,5567349,5885170
11083_p,TG 50:7|TG 16:1_18:2_16:4,2878464.25,6428239.5,4971904,3463401.5,3246608.75,5693240.5,2634663,1038024.938,2795439.75
11097_p,PC 40:3|PC 16:0_24:3,9872462,9551166,12028638,11321530,15628525,9835266,9035559,8352864.5,12097805
11098_p,PC O-42:10|PC O-18:4_24:6,5786860.5,6323532,8076984.5,9022531,9016378,7314932.5,7464220.5,7267727.5,6039750.5
11099_p,PC 40:3|PC 20:0_20:3,116250336,185489232,178222208,181027104,195801216,145773024,154193648,65428020,130088384
11100_p,PC 40:3|PC 22:1_18:2,79960560,147996352,199632304,119615680,137309248,155652352,112310152,75422632,125019448
11103_p,TG 50:6|TG 14:0_18:2_18:4,1439895.375,3679455.5,6615403,3342089.75,3025075.75,3514622,5305958,1464895.75,4484433.5
11104_p,TG 50:6|TG 14:1_18:2_18:3,16975254,32338392,28474242,17958734,24902400,28043948,14176517,5933509.5,17016452
11105_p,TG 50:6|TG 14:0_18:2_18:4,17143560,32322908,28561886,17826040,24917150,28180312,14139818,5891872,16927366
11106_p,TG 50:6|TG 16:0_18:2_16:4,17025124,32340042,28844824,18006756,24876086,28508306,14173428,5933509.5,16926792
11107_p,TG 50:6|TG 16:1_18:2_16:3,16884196,32096262,26134940,17830428,24806392,24748456,14003283,5889325.5,16920330
11124_p,PC 40:2|PC 22:0_18:2,57055324,79517920,73783984,85274792,77686152,70087032,70068584,34987768,56250116
11125_p,PC 40:2|PC 18:1_22:1,55962504,78343512,72939904,84070528,75543904,67321088,68019080,34392932,55327912
11127_p,TG 50:5|TG 14:0_18:2_18:3,120694504,183886752,186816720,117198384,209783472,164613056,96681144,39596944,128282536
11128_p,TG 50:5|TG 16:0_18:2_16:3,120491856,183274256,189594496,117316224,208273472,166065824,96715248,39571688,128110336
11129_p,TG 50:5|TG 14:0_18:2_18:3,120757808,184681424,185454080,117863128,208867504,163879664,96736080,39607592,129346864
11139_p,PC O-42:8|PC O-18:4_24:4,20839376,19914112,35671072,32244810,20370872,18882152,21238670,20882712,21835228
11140_p,PC O-42:8|PC O-18:4_24:4,21909104,19935830,36301340,20721882,22620250,18903452,20552682,20602830,18855668
11143_p,PC 40:1|PC 22:0_18:1,13857619,19684014,16413544,19507484,14529480,15372299,17102548,9020133,12708768
11145_p,TG 50:4|TG 16:0_16:1_18:3,628732928,769862912,806215872,554413184,1147366528,776532544,503536576,251300192,717984064
11150_p,DG 52:13,8632914,15008201,14939573,14932555,9603487,10856216,11830597,8313206,11993408
11157_p,PC O-42:7|PC O-20:1_22:6,26188452,58482392,43049632,45936848,37956448,38878352,45541060,25394024,42210768
11158_p,PC O-42:7|PC O-20:1_22:6,7087981.5,12731617,8516318,7985459,6172767,10463030,12705627,10387004,9946058
11160_p,PC O-42:7|PC O-20:1_22:6,11300230,11241631,10949756,11476509,12686162,11934348,11994292,10574769,12351263
11161_p,PC 40:0,5087514,7948870.5,5682446,7160266,4267181,4070826,4496644,4115469.5,4003758.75
11164_p,TG 50:3|TG 16:0_16:1_18:2,1612253056,1819057280,1921355136,1515616896,2823289344,1936274944,1393266432,771680000,1812812032
11179_p,PC 41:6|PC 19:0_22:6,23489500,40442224,34284404,34086456,17415676,26909046,22574912,15854923,21464196
11180_p,PC O-42:6|PC O-20:0_22:6,54213704,109645568,95330680,100971800,75045520,101619248,120705976,89125216,111253376
11181_p,PC O-42:6|PC O-20:0_22:6,12604533,21177266,20338012,23068080,16374105,14932485,20586174,16835474,20478972
11182_p,PC O-42:6|PC O-22:2_20:4,64243312,122142920,108822776,116611552,86642088,107991288,131230272,99819872,123425376
11185_p,TG 50:2|TG 16:0_16:1_18:1,1460663.75,12085266,3617199,3973995.5,4231592.5,3459571.75,8797147,3832228.75,522188.6875
11186_p,TG 50:2|TG 16:0_16:1_18:1,2087028736,2270215936,2206733056,1962452992,3260545792,2464927232,1930685824,1171330944,2283074816
11189_p,TG 50:2|TG 16:0_16:1_18:1,2087080576,2285492480,2217808128,1950453376,3265467392,2465057024,1919825920,1171426944,2283119872
11194_p,TG 50:2|TG 16:0_16:1_18:1,1137367.75,187198880,1954271.625,23390560,5698185,815496.125,2335865,773944.25,597572
11195_p,TG 50:2|TG 16:0_16:1_18:1,125265904,263406240,166433200,166831552,293602304,155970080,157379296,64170384,158466640
11197_p,DG 52:11,5948469.5,13998865,14793527,14636167,10049537,13594684,16465729,10590776,16771736
11199_p,TG 50:4|TG 14:0_18:2_18:2,8006509,4354028.5,5925326,6071689.5,15162078,7340030,7534591,6129228.5,9409942
11207_p,PC O-42:5|PC O-22:1_20:4,33776008,66620608,61679132,64819184,52723752,57807616,69346016,62078760,68606928
11209_p,TG 49:2;O|TG 16:0_18:1_15:1;O,4919417,2015974.75,0,1979065.75,8299681,500666.25,1503798,1350269.625,1537803.5
11211_p,TG 50:1|TG 16:0_16:0_18:1,1649931008,1669321472,1400318336,1544004224,2152088064,1636187136,1474062336,1013848448,1704854528
11221_p,DG 52:10,3032492,4594727.5,3630927.75,4294554,4719971,5244110,4639088.5,5278830,6844111.5
11229_p,PI 34:2,12171910,6170864,10764558,6277644,7619786.5,7651786,7672789,12994840,8640315
11231_p,PC 42:11,46475148,68404440,50294120,47200180,81772752,49635992,81797792,52108504,47788564
11232_p,PI-Cer 40:7;O2,55998588,82208968,56931540,73871288,85124496,89763808,82399936,61421224,72504040
11233_p,PI 34:2,55222196,65932048,72905384,71582880,85258968,87940928,90620896,61270432,76627208
11236_p,PC O-42:4|PC O-22:0_20:4,25492566,49414976,52245312,57230424,43374160,50421632,64789592,54875792,70179264
11237_p,PC O-42:4|PC O-20:0_22:4,19865172,39079132,41303852,44573400,35564936,36803888,50468436,39391080,52954428
11238_p,PC O-42:4|PC O-24:2_18:2,22928940,44620256,46827004,52263620,41796684,44324700,60360152,48698476,61284300
11245_p,PC 42:10|PC 20:4_22:6,233903696,540398592,472151968,408369312,342932640,348218944,308354208,143790912,174939104
11246_p,PI 34:1,23298700,21430080,26284536,25750998,32102542,32560710,31697040,27004764,28864196
11247_p,PC O-43:10,4026827.75,6380157,5356274,5202705,4288484.5,4241609,3284024,725313.5625,3037749.75
11249_p,PC O-42:3|PC O-22:0_20:3,8543109,15881779,15700718,16932982,20468084,23665424,32038748,24473720,33759028
11250_p,PC O-42:3|PC O-24:1_18:2,8574984,13926330,14563818,18297986,19891722,22975646,30857504,23449880,33224532
11251_p,TG 51:6|TG 16:0_15:2_20:4,8114380.5,13287463,12091109,8601523,8059028.5,16732487,11043758,4337779,6180459.5
11252_p,TG 51:6|TG 15:2_18:2_18:2,7921931,13802408,11610345,8316179,7273153,14579032,10536303,4431466,6073530
11257_p,PS 42:10,2261308,676949.1875,1608176.625,587137.9375,1197520.75,773794.25,684295.5,439992.0625,456651.875
11258_p,PC 40:6,45578988,58164236,59915376,57556588,50341172,49484096,58365112,48053332,55409124
11259_p,PC 42:9|PC 20:3_22:6,70084472,124031792,109874280,90865344,110813008,100000976,101949664,47497960,66702652
11260_p,PC 42:9|PC 20:4_22:5,62730928,105920744,95814288,79184816,99768272,89013560,91516696,43813108,61430908
11261_p,PC O-43:9,14977226,21484374,19228414,18457930,13760181,14013002,13034342,7605699,15898451
11263_p,PC O-42:2|PC O-24:0_18:2,5992298.5,10791308,10023551,11105566,13046381,14377177,19335846,14884724,20002938
11264_p,PC O-42:2|PC O-24:1_18:1,5794649.5,10521815,9895977,10941128,12598544,13753966,18206136,14230225,19283488
11265_p,TG 51:5|TG 15:0_18:2_18:3,30115456,43883124,39366468,29221742,39369864,45461068,28303054,15005865,28261894
11278_p,PC 42:8|PC 20:2_22:6,36523072,45650956,38506236,37601924,43112248,42673032,39737344,25743508,38944500
11281_p,PC O-42:1|PC O-24:0_18:1,2202384.75,3811842.25,3394315.25,3963974,4197390.5,4748854,6513820,4940648.5,6587613.5
11282_p,TG 51:4|TG 15:0_18:2_18:2,88307360,118788776,105524328,91843096,125218416,114169136,87354728,49971624,99339720
11289_p,Hex2Cer 34:2;O2|Hex2Cer 18:2;O2/16:0,954947.25,1053900.875,1549860.375,1050339.75,1199274,1454023.125,2066405.875,1641800.375,1562552.5
11291_p,PC 42:7|PC 20:1_22:6,86175080,118868392,105759960,107914896,92979424,90502688,86432624,48579256,78053696
11293_p,PC 42:7|PC 18:1_24:6,85152240,121096976,103822008,108382728,92573448,91063184,86432624,48579256,74543432
11297_p,TG 51:3|TG 16:0_17:1_18:2,167584512,204582816,189153680,170977840,224455488,205525552,157427040,97146304,188616656
11301_p,PC 42:6|PC 20:0_22:6,188613184,268390624,263556688,282751968,225506512,212372032,216538576,93042920,156259536
11302_p,PC 42:6,61849648,93680720,135775648,77016144,98430080,74230968,109594232,49519228,83805512
11303_p,PC 42:6|PC 18:0_24:6,184965680,263292000,258970528,276634240,222516768,208749488,213091904,90367744,154037168
11305_p,TG 50:3;O|TG 16:0_18:1_16:2;O,18087188,9201706,22528766,11467550,46065436,17408636,10297166,4397972.5,20190954
11306_p,TG 50:3;O|TG 16:0_16:1_18:2;O,11698464,6245465.5,15020300,7176615.5,26234130,12013196,6022084.5,2680607,11708191
11309_p,TG 51:2|TG 16:0_17:1_18:1,147913792,168950384,152126208,147886672,211412928,163830416,136692176,86598736,168050640
11320_p,PC 42:5|PC 16:0_26:5,11804985,14450487,14464826,12449724,12293696,13449932,12030628,12875737,14169175
11323_p,PC 42:5|PC 22:1_20:4,55215592,78830288,76097872,81133096,68190136,66688560,68677264,36180092,57635172
11324_p,PC 42:5|PC 20:0_22:5,57775844,79031696,75655976,80007712,65660288,66981316,67105516,35174868,55805032
11326_p,TG 52:8|TG 18:2_16:3_18:3,5942472,15300412,13690778,8441051,5338178,11714171,5677380.5,2167124.25,5533472
11327_p,TG 50:2;O|TG 16:0_18:2_16:0;O,16502166,8725549,19311306,10978865,54040804,16924370,10901267,5239966,23173352
11328_p,TG 50:2;O|TG 16:0_18:1_16:1;O,17837982,9472409,21662270,10618367,39092088,18933696,9233914,4169224.75,18142942
11329_p,TG 50:2;O|TG 16:0_18:1_16:1;O,30468156,16187625,36234380,18986698,75725992,32516400,17280252,8543888,36103124
11330_p,TG 50:2;O|TG 16:0_18:1_16:1;O,20516842,10717623,30597526,12508957,43515452,26597502,10491083,5082266,20628790
11331_p,TG 50:2;O|TG 16:0_18:1_16:1;O,24905014,13409029,28611670,15854436,65478992,26001970,14614546,7347830,30951902
11332_p,TG 50:2;O|TG 16:0_18:1_16:1;O,16592027,8540930,18553048,10832876,51923616,16467581,10659085,5379272.5,22657874
11344_p,PC O-44:11|PC O-22:5_22:6,7303801.5,5700704,3344686,4291766,3175885.25,6187816,7603463.5,4700004.5,3226309.25
11345_p,PC 42:4|PC 21:2_21:2,44690924,64839652,67639464,72681664,54135600,48191976,49699496,25267600,41051848
11346_p,PC 42:4|PC 18:0_24:4,44846888,66444636,68477432,74475528,54341856,46395568,50839664,26184032,42942064
11347_p,TG 52:7|TG 16:1_18:2_18:4,40649976,89815408,88904952,52530788,52868980,71974528,38442572,14967163,45443440
11348_p,TG 52:7|TG 18:1_18:2_16:4,40886604,90798432,88739456,52692744,52904012,71892936,38635540,14964461,45526712
11351_p,TG 50:1;O|TG 16:0_18:1_16:0;O,26765648,15662465,33969252,18974642,66081840,37735912,16755851,10904585,36322540
11352_p,TG 50:1;O|TG 16:0_18:1_16:0;O,18418388,11718497,20433012,13170315,58265992,22555488,12810374,7699194.5,27468462
11353_p,TG 50:1;O|TG 16:0_18:1_16:0;O,18906840,11753400,21036972,13414818,50927408,24909698,12241931,8420627,28028764
11355_p,TG 50:1;O|TG 16:0_18:1_16:0;O,22087144,13206699,23686796,15458722,65328224,27020380,14523759,8912770,31756448
11368_p,PC 42:3,12339450,17442518,15517055,18815204,17135786,16764741,16304147,10190552,15559045
11369_p,TG 52:6|TG 16:1_18:2_18:3,354321504,631947264,590640640,401425792,501162848,543031936,331510080,141385184,405252640
11379_p,PC 42:2,19028056,25277794,20693362,24380408,19360164,20262986,22899820,13741887,20233838
11380_p,PC 42:2|PC 24:0_18:2,19552652,25964640,21157124,24980708,19852422,20881108,23418118,14075728,20701134
11381_p,TG 52:5|TG 16:0_18:2_18:3,2048261120,2884814336,2588391424,2139300864,2826459392,2610949120,1844807040,1001859136,2297589760
11382_p,TG 52:5|TG 16:0_18:2_18:3,29503.72656,75811248,195913.5156,4569174,784970.3125,70674.5625,178539,24601.3418,66046.47656
11395_p,PC 42:1|PC 24:0_18:1,7078380,10098525,6466792.5,8421791,5335629,5923198,6814748.5,5308285.5,6085767.5
11399_p,TG 52:4|TG 16:1_18:1_18:2,1137437.375,37063768,6708286.5,7711953.5,9300691,6704266.5,14177861,6810697.5,748025.625
11400_p,TG 52:4|TG 16:0_18:2_18:2,435659.9375,250486112,1298478.75,18446600,4550021,895055.5625,1332046,392849.0938,397843.1563
11402_p,TG 52:4|TG 16:0_18:2_18:2,245046.3594,90386712,700728.3125,6206456,1731118.625,283387.875,601878.5,161641.9844,258847.5
11403_p,TG 52:4|TG 16:0_18:2_18:2,334897.5,38590648,1195323.625,3057937.25,1671622.75,783512.75,1002758.313,548738.3125,80878.625
11408_p,TG 52:4|TG 16:0_18:2_18:2,5995734016,7583306752,7029690368,5973751808,7050604032,7056087040,5382777856,3653697024,6130647552
11409_p,TG 52:4|TG 16:0_18:1_18:3,1234948.625,672240192,5226436.5,50435600,13815457,2037552.875,5241638.5,1079349.875,1369852.5
11424_p,TG 52:6|TG 16:0_18:2_18:4,10737394,11109953,11923271,11066602,18060066,12510650,12097911,5492208.5,13151380
11431_p,PC O-44:7|PC O-22:1_22:6,9111884,21963484,19176164,18054306,13633275,16492088,19224692,16555342,17108490
11434_p,PC 42:0,1836107.125,3893665,2004512.625,2967723,1713076.25,1392035.375,1601940.5,1658221.875,1414585.25
11436_p,TG 52:3|TG 16:0_18:1_18:2,2159525.25,64003484,15322875,17758778,18808992,14136420,29155138,14868511,2098252.75
11437_p,TG 52:3|TG 16:0_18:1_18:2,759399.25,92310624,2248420,8709660,4141692.75,1163019.625,2505972.75,1012039,531111.75
11438_p,TG 52:3|TG 16:0_18:1_18:2,776031.6875,455765152,3439917,40729012,9717527,1731723.5,2904484.75,1024597.75,1055980.25
11439_p,TG 52:3|TG 16:0_18:1_18:2,664629.4375,86953648,4904599.5,8513775,6104541,1384242.875,5857844.5,3734541.25,691028.875
11440_p,TG 52:3|TG 16:0_18:1_18:2,637207.0625,146804432,2867291.5,12905161,4608395,1541299.625,3779550.25,1131668.25,954210.75
11441_p,TG 52:3|TG 16:0_18:1_18:2,877123.3125,481687904,4225729,42911952,10535776,2267009,3241012.5,1148645,1146273.5
11442_p,TG 52:3|TG 16:0_18:1_18:2,1074017.5,103294360,3708327.75,10723849,5004640,995925.25,3494071.5,1280152.75,460932.3125
11443_p,TG 52:3|TG 16:0_18:1_18:2,1315774.625,122223776,4955112.5,12467410,6353088,2624500.25,5823778,2786734.25,594134
11444_p,TG 52:3|TG 16:0_18:1_18:2,1290606.25,29657706,6167822.5,7633926,9105897,5161419,11900453,5686457,1467620.125
11445_p,TG 52:3|TG 16:0_18:1_18:2,1910253.875,56655680,12426987,13632453,16906330,11294408,26077124,12000044,1848293.875
11446_p,TG 52:3|TG 16:0_18:1_18:2,1349097.25,146671440,5109346,15177555,6769950,1636395.25,4845377.5,1672043.25,759007.6875
11447_p,TG 52:3|TG 16:0_18:1_18:2,487056.7813,183063072,1780733.125,15586582,4137965.5,888727.125,1696722.25,672388.625,830408.0625
11448_p,TG 52:3|TG 16:0_18:1_18:2,759840.8125,234293072,4568665,20826102,7149182.5,1659123.875,4610878.5,1316899.125,1287963.625
11449_p,TG 52:3|TG 16:0_18:1_18:2,1264947,671972736,5920051.5,59002768,14307757,3093373.25,4731006,1733620.25,1681019.125
11450_p,TG 52:3|TG 16:0_18:1_18:2,926484.75,108628368,5567742,10267606,7781253.5,2425456.75,7296647,3991143.25,744445.5
11452_p,TG 52:3|TG 16:0_18:1_18:2,1307347.375,41603796,9244636,10098442,12220097,8355951.5,18837746,8370436,1155524
11454_p,TG 52:3|TG 16:0_18:1_18:2,8437605888,10709201920,9254160384,8434981376,9932188672,9418841088,7910174208,5392147456,8728486912
11456_p,TG 52:3|TG 16:0_18:1_18:2,1328277.375,125252992,6123800,13275520,7096463.5,2883853.5,6138990,3391654.5,650095.0625
11457_p,TG 52:3|TG 16:0_18:1_18:2,656511.0625,27320700,4520681,5361050.5,6746089.5,3320802,5578835.5,5442187,1274953.875
11458_p,TG 52:3|TG 16:0_18:1_18:2,481355.7188,280447712,1748023.75,27658552,7156385.5,813228.0625,1861070.25,629059.8125,581285.375
11459_p,TG 52:3|TG 16:0_18:1_18:2,8437213184,10350190592,9252908032,8364677632,9926204416,9418135552,7908868096,5391568896,8740226048
11460_p,TG 52:3|TG 16:0_18:1_18:2,52210.23828,15927158,1680166,2169891.25,2266357.75,690172.375,1755326.25,2505102.75,55926.74609
11461_p,TG 52:3|TG 16:0_18:1_18:2,373713.0625,27103828,3646620.75,3872388.75,5451585.5,2044254.375,3047030.5,3524493.5,808053.25
11462_p,TG 52:3|TG 16:0_18:1_18:2,181566.7188,30681532,3974481,3328386.5,2814991.5,1066425.75,1953135.625,2036002,483306.2813
11466_p,TG 52:5|TG 16:0_18:2_18:3,18779998,13959901,15769961,17866700,27361314,19266078,21320620,17111034,23202428
11477_p,PI 36:4,100564712,149460304,164200448,150234080,172747184,182413392,198624160,106274216,199210224
11478_p,PI 36:4,96047872,145811856,161232224,144878704,169235104,175514272,194732768,101639360,191641248
11480_p,PC O-44:6|PC O-22:0_22:6,6993919,12484217,12082798,14906110,10294111,13424357,17065634,12984562,16435603
11481_p,PC O-44:6|PC O-24:2_20:4,8712516,16899402,16738414,17105408,12791286,13030344,16404821,13834621,16542502
11484_p,TG 52:2|TG 16:0_18:1_18:1,1427565.625,45692924,12491403,14174614,16704371,11676281,24646900,11794008,1867883.875
11486_p,TG 52:2|TG 16:0_18:1_18:1,1624058.125,49660104,13293439,14493712,19716086,12700318,27953014,12614826,1880875.125
11489_p,TG 52:2|TG 16:0_18:1_18:1,1007089.125,25787116,6579880.5,7415858,9991805,5166027.5,13400877,5413209,1281777
11490_p,TG 52:2|TG 16:0_18:1_18:1,600445.375,119746376,4458339,12256922,5274845,1625068.5,4383771,1499608.5,754786.5625
11491_p,TG 52:2|TG 16:0_18:1_18:1,742874.25,92953072,4577421,9966019,5915309,1230676.375,4413754,1407526.875,534091.6875
11492_p,TG 52:2|TG 16:0_18:1_18:1,203256.8281,22780170,2918901.75,2673197.75,3808302,909606.5625,1724220,3344719,399498.1563
11494_p,TG 52:2|TG 16:0_18:1_18:1,2792122.25,72280792,20778940,24078000,29882154,19766328,42687908,19746668,2994452.5
11495_p,TG 52:2|TG 16:0_18:1_18:1,373905.5313,128638992,4111271.25,12605071,5332427,893348.0625,3226850.5,620967.125,672143.9375
11497_p,TG 52:2|TG 16:0_18:1_18:1,1419614.625,43461296,11799859,12517967,17360312,11151934,24018566,10997543,1544885.5
11499_p,TG 52:2|TG 16:0_18:1_18:1,1240561,38378036,10504378,11361098,15255607,10013378,21980632,9416056,1278762
11505_p,TG 52:2|TG 16:0_18:1_18:1,941022.5625,1022580224,7635097,142747040,28647120,2825517.75,8347719.5,2321813.25,1740761.125
11506_p,TG 52:2|TG 16:0_18:1_18:1,970773.3125,108055640,6117106.5,12248519,8770813,2971794.5,6181406,2185549.75,840753.5
11507_p,TG 52:2|TG 16:0_18:1_18:1,225881.8594,19067392,759342.4375,2416861.5,4558699,1675186,3823847.25,3284909.5,421817.0938
11511_p,TG 52:2|TG 16:0_18:1_18:1,6789892096,7564174848,6406478848,6728016384,8481347584,6133710336,6148705792,4255243264,7312110592
11517_p,TG O-53:2|TG O-17:0_18:1_18:1,3864295,5452468.5,167404.75,4784899,12363218,0,0,98754.49219,3416611.75
11522_p,TG 52:4|TG 16:0_18:2_18:2,13999654,14449067,9491000,12166171,14232432,11880072,14127026,15312069,14345230
11533_p,PC 44:12|PC 22:6_22:6,64422808,81571392,82367632,74782696,81792056,86376064,86234320,64558552,75116224
11534_p,PI 36:3,66580536,86664928,87572176,83160256,103210864,100873040,106947960,67477104,88964448
11537_p,PC O-44:5|PC O-24:1_20:4,9277726,19100464,17175268,19448996,16781254,17758424,23041366,20250544,22974966
11538_p,TG 53:8|TG 15:2_18:2_20:4,2846012.5,12784488,7469995,4318234,1761996.5,7075367.5,4491335,1608976.875,1819171.125
11550_p,TG 52:3|TG 16:0_18:1_18:2,10543.2002,8768328,1195101.375,1691395.375,2211272.25,1223224.875,3646783,867413,0
11552_p,PC 44:11,9261524,14584328,14497873,12416892,15228566,16972908,14052489,8108781.5,11676258
11553_p,PI 36:2,114105384,85704448,106636448,103118896,144843632,115098424,123645760,123060080,102150520
11555_p,PC O-44:4|PC O-24:0_20:4,5273155.5,9888200,9858733,11192246,10560629,12505162,15790605,13269824,15976753
11556_p,Cer 58:9;O2|Cer 20:3;O2/38:6,5834480,9570576,13864906,8646263,5225680,9139561,7238141,5604484,5843694.5
11557_p,TG 53:7|TG 15:1_18:2_20:4,9637208,25280186,19507954,13333095,13879338,17373266,14466719,5659163,10698048
11566_p,PI 36:4,3503870.5,9384679,9345635,9100547,10157085,8959142,12798074,5562457.5,12546537
11587_p,PC 44:10,4776661,6840055.5,7328072.5,6020539,4299018,5519268,6516659,3380691.25,5104781
11589_p,PI 36:1,44880032,44397152,53434040,49423696,76373360,56417528,64203796,56878396,50156972
11593_p,TG 53:6|TG 17:1_18:2_18:3,42446360,70741744,63383024,48082732,51091924,59481396,38681724,18912656,46502148
11595_p,TG 53:6|TG 17:1_18:2_18:3,41696264,65756968,62599524,47054644,53886708,56615956,38069992,18580336,44369392
11596_p,TG 53:6|TG 17:1_18:2_18:3,42541464,69557680,63745972,47965124,54614556,56133920,38403448,18938642,46581876
11620_p,TG 53:5|TG 17:1_18:2_18:2,107157872,133399096,123156256,106323792,139986656,129934200,99792048,57945180,113364616
11630_p,TG 52:5;O|TG 18:2_18:2_16:1;O,9702524,5012597,12746785,6297471,24331384,9456156,5621084.5,1990568.5,11413763
11632_p,TG 53:4|TG 17:1_18:1_18:2,157717056,195308576,167980000,154959184,191492384,185415712,157011648,109987984,176845440
11643_p,TG 54:10|TG 18:2_16:3_20:5,2134107.75,5452538,7375423.5,3820645,2237991.5,3561747,1962487,464448.1563,1913468.875
11644_p,TG 52:4;O|TG 16:0_18:2_18:2;O,29281724,16438222,37646136,19314412,65162700,27929180,15817907,6585108.5,30904216
11645_p,TG 52:4;O|TG 16:0_18:2_18:2;O,29329976,18066028,48287788,19600462,63767220,35681552,16693342,6942196.5,30410700
11646_p,TG 52:4;O|TG 16:0_18:2_18:2;O,39185956,21863642,52637320,26037374,96334616,39313020,22489986,9007984,43810472
11647_p,TG 52:4;O|TG 16:0_18:2_18:2;O,23843172,14600038,37413568,15943736,48893808,28716404,13116389,5361865,23996278
11648_p,TG 52:4;O|TG 18:2_18:2_16:0;O,6203445,2856165.5,8123872.5,4276428,22487528,5731091.5,4383724,1464375.625,8838153
11650_p,TG 53:3|TG 17:0_18:1_18:2,173374112,209663184,161982880,165414512,201299392,175254880,164888480,114013560,188199968
11657_p,PI 37:4,6209035,8292933,8614318,8703103,9237397,9372682,9536560,5673700.5,10340125
11659_p,PC 44:6|PC 22:0_22:6,11854118,15960225,15769601,17830566,13476404,14651180,13509998,5750185.5,9538246
